date,wheat_price,corn_price,cotton_price
9/11/1981,3.9025,2.7125,0.599
9/14/1981,3.955,2.75,0.602
9/15/1981,3.95,2.77,0.602
9/16/1981,3.925,2.73,0.601
9/17/1981,3.885,2.7225,0.596
9/18/1981,3.8975,2.69,0.595
9/21/1981,3.9375,2.6375,0.597
9/22/1981,3.97,2.63,0.592
9/23/1981,3.935,2.6075,0.594
9/24/1981,3.9275,2.615,0.591
9/25/1981,3.8925,2.59,0.589
9/28/1981,3.9075,2.575,0.589
9/29/1981,3.9275,2.605,0.594
9/30/1981,3.895,2.5975,0.593
10/1/1981,3.8725,2.585,0.597
10/2/1981,3.9075,2.5875,0.603
10/5/1981,3.9275,2.6275,0.602
10/6/1981,3.945,2.65,0.608
10/7/1981,3.94,2.6275,0.61
10/8/1981,3.94,2.5875,0.604
10/9/1981,3.94,2.6175,0.62
10/12/1981,4.02,2.635,0.624
10/13/1981,4.06,2.685,0.613
10/14/1981,4.0325,2.6875,0.611
10/15/1981,3.9775,2.6575,0.614
10/16/1981,3.965,2.5975,0.594
10/19/1981,3.965,2.6025,0.597
10/20/1981,3.9225,2.5825,0.607
10/21/1981,3.96,2.555,0.6
10/22/1981,3.95,2.5425,0.603
10/23/1981,4.0275,2.5525,0.607
10/26/1981,4.0225,2.52,0.61
10/27/1981,4.0275,2.5325,0.604
10/28/1981,4.0075,2.555,0.606
10/29/1981,4.0075,2.56,0.609
10/30/1981,4.0425,2.5575,0.607
11/2/1981,4.065,2.59,0.6
11/3/1981,4.085,2.5975,0.599
11/4/1981,4.06,2.6075,0.597
11/5/1981,4.0825,2.625,0.588
11/6/1981,4.0875,2.5925,0.584
11/9/1981,4.0775,2.605,0.576
11/10/1981,4.1025,2.5775,0.578
11/11/1981,4.1125,2.58,0.575
11/12/1981,4.1575,2.595,0.573
11/13/1981,4.14,2.585,0.568
11/16/1981,4.1675,2.6025,0.568
11/17/1981,4.105,2.5925,0.571
11/18/1981,4.085,2.5925,0.567
11/19/1981,4.06,2.6275,0.564
11/20/1981,4.0225,2.655,0.555
11/23/1981,3.9875,2.645,0.55
11/24/1981,3.9875,2.62,0.549
11/25/1981,4.0125,2.615,0.552
11/27/1981,4.0725,2.6225,0.555
11/30/1981,4.115,2.59,0.554
12/1/1981,4.11,2.6475,0.559
12/2/1981,4.1175,2.6325,0.548
12/3/1981,4.1425,2.65,0.549
12/4/1981,4.1075,2.6525,0.541
12/7/1981,3.96,2.575,0.537
12/8/1981,3.87,2.5525,0.536
12/9/1981,3.88,2.5575,0.535
12/10/1981,3.87,2.485,0.544
12/11/1981,3.8875,2.515,0.543
12/14/1981,3.815,2.46,0.546
12/15/1981,3.805,2.42,0.552
12/16/1981,3.8325,2.455,0.55
12/17/1981,3.865,2.4875,0.547
12/18/1981,3.775,2.455,0.549
12/21/1981,3.6775,2.4475,0.558
12/22/1981,3.685,2.455,0.561
12/23/1981,3.6125,2.4525,0.561
12/24/1981,3.645,2.4925,0.575
12/28/1981,3.7825,2.565,0.572
12/29/1981,3.81,2.52,0.563
12/30/1981,3.8075,2.5175,0.56
12/31/1981,3.815,2.515,0.572
1/4/1982,3.8075,2.5425,0.571
1/5/1982,3.81,2.57,0.58
1/6/1982,3.915,2.6325,0.589
1/7/1982,3.9025,2.6325,0.591
1/8/1982,3.92,2.62,0.582
1/11/1982,3.84,2.6,0.59
1/12/1982,3.795,2.635,0.594
1/13/1982,3.7875,2.635,0.592
1/14/1982,3.7975,2.6375,0.586
1/15/1982,3.8425,2.635,0.587
1/18/1982,3.8175,2.64,0.588
1/19/1982,3.7275,2.62,0.586
1/20/1982,3.7525,2.625,0.585
1/21/1982,3.7175,2.6425,0.584
1/22/1982,3.6875,2.645,0.582
1/25/1982,3.6325,2.63,0.596
1/26/1982,3.635,2.64,0.601
1/27/1982,3.6925,2.67,0.596
1/28/1982,3.65,2.6475,0.603
1/29/1982,3.67,2.66,0.599
2/1/1982,3.71,2.6925,0.59
2/2/1982,3.715,2.6775,0.591
2/3/1982,3.6825,2.6775,0.589
2/4/1982,3.6175,2.6675,0.594
2/5/1982,3.605,2.6525,0.587
2/8/1982,3.565,2.635,0.582
2/9/1982,3.5675,2.6125,0.58
2/10/1982,3.5875,2.6325,0.58
2/11/1982,3.5975,2.6325,0.583
2/12/1982,3.565,2.62,0.59
2/16/1982,3.5225,2.6125,0.589
2/17/1982,3.5725,2.6075,0.592
2/18/1982,3.5475,2.615,0.594
2/19/1982,3.5225,2.595,0.59
2/22/1982,3.5025,2.605,0.591
2/23/1982,3.4475,2.6125,0.593
2/24/1982,3.4375,2.6025,0.598
2/25/1982,3.4425,2.6025,0.594
2/26/1982,3.54,2.6,0.597
3/1/1982,3.605,2.6125,0.612
3/2/1982,3.6275,2.625,0.607
3/3/1982,3.58,2.645,0.605
3/4/1982,3.5925,2.6425,0.603
3/5/1982,3.555,2.65,0.596
3/8/1982,3.5075,2.6475,0.603
3/9/1982,3.565,2.6325,0.607
3/10/1982,3.55,2.6475,0.603
3/11/1982,3.455,2.6725,0.604
3/12/1982,3.425,2.6475,0.611
3/15/1982,3.475,2.655,0.614
3/16/1982,3.515,2.6625,0.614
3/17/1982,3.5575,2.6825,0.621
3/18/1982,3.5775,2.7025,0.619
3/19/1982,3.6025,2.705,0.628
3/22/1982,3.68,2.7125,0.628
3/23/1982,3.7025,2.695,0.627
3/24/1982,3.705,2.7125,0.623
3/25/1982,3.6625,2.7075,0.622
3/26/1982,3.6075,2.71,0.627
3/29/1982,3.65,2.505,0.623
3/30/1982,3.665,2.495,0.624
3/31/1982,3.69,2.5,0.62
4/1/1982,3.63,2.5,0.626
4/2/1982,3.63,2.515,0.629
4/5/1982,3.69,2.54,0.623
4/6/1982,3.69,2.56,0.625
4/7/1982,3.635,2.545,0.626
4/8/1982,3.65,2.57,0.626
4/12/1982,3.615,2.575,0.625
4/13/1982,3.68,2.575,0.626
4/14/1982,3.725,2.58,0.628
4/15/1982,3.835,2.6,0.627
4/16/1982,3.78,2.61,0.626
4/19/1982,3.765,2.595,0.624
4/20/1982,3.795,2.615,0.63
4/21/1982,3.76,2.61,0.63
4/22/1982,3.715,2.59,0.639
4/23/1982,3.775,2.6,0.651
4/26/1982,3.745,2.605,0.646
4/27/1982,3.7,2.59,0.647
4/28/1982,3.675,2.6,0.649
4/29/1982,3.63,2.64,0.645
4/30/1982,3.215,2.635,0.641
5/3/1982,3.33,2.615,0.641
5/4/1982,3.35,2.61,0.639
5/5/1982,3.375,2.63,0.645
5/6/1982,3.36,2.63,0.647
5/7/1982,3.31,2.63,0.641
5/10/1982,3.235,2.61,0.644
5/11/1982,3.225,2.595,0.635
5/12/1982,3.19,2.595,0.628
5/13/1982,3.19,2.58,0.623
5/14/1982,3.25,2.605,0.618
5/17/1982,3.165,2.595,0.618
5/18/1982,3.305,2.6,0.624
5/19/1982,3.305,2.61,0.628
5/20/1982,3.315,2.63,0.627
5/21/1982,3.24,2.635,0.621
5/24/1982,3.295,2.63,0.62
5/25/1982,3.205,2.6,0.622
5/26/1982,3.24,2.61,0.621
5/27/1982,3.205,2.59,0.608
5/28/1982,3.175,2.585,0.6
6/1/1982,3.19,2.545,0.604
6/2/1982,3.145,2.565,0.601
6/3/1982,3.13,2.56,0.596
6/4/1982,3.09,2.565,0.602
6/7/1982,3.155,2.61,0.608
6/8/1982,3.12,2.595,0.61
6/9/1982,3.13,2.615,0.61
6/10/1982,3.155,2.635,0.611
6/11/1982,3.24,2.645,0.598
6/14/1982,3.25,2.61,0.6
6/15/1982,3.26,2.615,0.591
6/16/1982,3.23,2.6,0.585
6/17/1982,3.17,2.6,0.595
6/18/1982,3.145,2.59,0.612
6/21/1982,3.215,2.61,0.617
6/22/1982,3.25,2.62,0.625
6/23/1982,3.265,2.6,0.634
6/24/1982,3.28,2.585,0.642
6/25/1982,3.315,2.565,0.643
6/28/1982,3.3,2.535,0.653
6/29/1982,3.275,2.49,0.653
6/30/1982,3.305,2.5,0.653
7/1/1982,3.41,2.525,0.667
7/2/1982,3.41,2.525,0.659
7/6/1982,3.28,2.505,0.654
7/7/1982,3.13,2.505,0.666
7/8/1982,3.21,2.555,0.659
7/9/1982,3.2,2.56,0.66
7/12/1982,3.2,2.565,0.668
7/13/1982,3.23,2.58,0.669
7/14/1982,3.22,2.575,0.661
7/15/1982,3.255,2.57,0.662
7/16/1982,3.265,2.57,0.651
7/19/1982,3.22,2.54,0.665
7/20/1982,3.27,2.53,0.654
7/21/1982,3.28,2.54,0.666
7/22/1982,3.22,2.51,0.661
7/23/1982,3.23,2.48,0.642
7/26/1982,3.23,2.45,0.638
7/27/1982,3.22,2.41,0.632
7/28/1982,3.15,2.35,0.637
7/29/1982,3.12,2.32,0.635
7/30/1982,3.105,2.32,0.636
8/2/1982,3.14,2.375,0.621
8/3/1982,3.1,2.385,0.626
8/4/1982,3.135,2.385,0.628
8/5/1982,3.095,2.35,0.629
8/6/1982,3.09,2.31,0.618
8/9/1982,3.07,2.29,0.621
8/10/1982,3.045,2.24,0.619
8/11/1982,3.045,2.24,0.6
8/12/1982,3.035,2.12,0.604
8/13/1982,3.09,2.155,0.594
8/16/1982,3.015,2.135,0.597
8/17/1982,3.06,2.125,0.602
8/18/1982,3.15,2.17,0.597
8/19/1982,3.13,2.15,0.603
8/20/1982,3.115,2.205,0.601
8/23/1982,3.15,2.23,0.603
8/24/1982,3.155,2.25,0.596
8/25/1982,3.2,2.285,0.596
8/26/1982,3.165,2.26,0.585
8/27/1982,3.125,2.27,0.591
8/30/1982,3.045,2.24,0.587
8/31/1982,3,2.24,0.592
9/1/1982,3.06,2.255,0.609
9/2/1982,3.12,2.295,0.597
9/3/1982,3.1,2.275,0.59
9/7/1982,3.04,2.215,0.59
9/8/1982,3.055,2.165,0.588
9/9/1982,3.095,2.1,0.595
9/10/1982,3.055,2.08,0.591
9/13/1982,3.1,2.145,0.581
9/14/1982,3.13,2.205,0.569
9/15/1982,3.12,2.25,0.598
9/16/1982,3.105,2.2025,0.599
9/17/1982,3,2.14,0.591
9/20/1982,2.98,2.095,0.592
9/21/1982,2.995,2.125,0.592
9/22/1982,2.975,2.06,0.592
9/23/1982,2.94,2.08,0.594
9/24/1982,2.985,2.105,0.592
9/27/1982,2.945,2.115,0.595
9/28/1982,2.875,2.05,0.588
9/29/1982,2.84,2.06,0.588
9/30/1982,2.82,2.01,0.582
10/1/1982,2.795,1.96,0.577
10/4/1982,2.775,1.925,0.579
10/5/1982,2.79,1.915,0.579
10/6/1982,2.805,1.915,0.582
10/7/1982,2.85,1.97,0.575
10/8/1982,2.81,1.95,0.579
10/11/1982,2.805,2.01,0.589
10/12/1982,2.815,1.97,0.599
10/13/1982,2.81,1.965,0.599
10/14/1982,2.72,1.94,0.597
10/15/1982,2.735,1.915,0.598
10/18/1982,2.72,1.9,0.593
10/19/1982,2.74,1.925,0.595
10/20/1982,2.85,1.955,0.589
10/21/1982,2.79,1.92,0.584
10/22/1982,2.85,1.915,0.578
10/25/1982,2.86,1.86,0.58
10/26/1982,2.91,1.935,0.577
10/27/1982,2.95,1.955,0.581
10/28/1982,3.015,1.995,0.579
10/29/1982,3.055,1.965,0.581
11/1/1982,3.16,2,0.581
11/2/1982,3.16,2,0.572
11/3/1982,3.2,2.08,0.581
11/4/1982,3.205,2.08,0.575
11/5/1982,3.29,2.185,0.579
11/8/1982,3.27,2.165,0.585
11/9/1982,3.25,2.21,0.58
11/10/1982,3.255,2.21,0.586
11/11/1982,3.27,2.26,0.589
11/12/1982,3.3,2.24,0.595
11/15/1982,3.34,2.22,0.596
11/16/1982,3.34,2.25,0.598
11/17/1982,3.34,2.28,0.596
11/18/1982,3.34,2.295,0.599
11/19/1982,3.38,2.305,0.591
11/22/1982,3.45,2.29,0.585
11/23/1982,3.505,2.305,0.585
11/24/1982,3.515,2.33,0.587
11/26/1982,3.45,2.32,0.587
11/29/1982,3.355,2.295,0.599
11/30/1982,3.315,2.28,0.6
12/1/1982,3.315,2.255,0.597
12/2/1982,3.275,2.25,0.595
12/3/1982,3.265,2.24,0.603
12/6/1982,3.32,2.28,0.601
12/7/1982,3.305,2.3,0.6
12/8/1982,3.275,2.26,0.615
12/9/1982,3.265,2.275,0.608
12/10/1982,3.16,2.265,0.596
12/13/1982,3.18,2.265,0.597
12/14/1982,3.145,2.255,0.595
12/15/1982,3.115,2.225,0.599
12/16/1982,3.135,2.255,0.599
12/17/1982,3.165,2.27,0.592
12/20/1982,3.215,2.27,0.594
12/21/1982,3.235,2.275,0.597
12/22/1982,3.2,2.255,0.599
12/23/1982,3.23,2.27,0.604
12/27/1982,3.24,2.29,0.604
12/28/1982,3.24,2.31,0.599
12/29/1982,3.24,2.295,0.599
12/30/1982,3.22,2.29,0.599
12/31/1982,3.22,2.29,0.598
1/3/1983,3.16,2.28,0.594
1/4/1983,3.19,2.26,0.596
1/5/1983,3.23,2.265,0.602
1/6/1983,3.24,2.265,0.606
1/7/1983,3.255,2.285,0.616
1/10/1983,3.285,2.275,0.605
1/11/1983,3.305,2.28,0.611
1/12/1983,3.35,2.32,0.612
1/13/1983,3.415,2.295,0.612
1/14/1983,3.4,2.315,0.61
1/17/1983,3.37,2.315,0.619
1/18/1983,3.39,2.325,0.612
1/19/1983,3.26,2.33,0.613
1/20/1983,3.24,2.345,0.611
1/21/1983,3.22,2.37,0.605
1/24/1983,3.23,2.39,0.601
1/25/1983,3.215,2.41,0.601
1/26/1983,3.255,2.435,0.602
1/27/1983,3.275,2.475,0.607
1/28/1983,3.28,2.45,0.609
1/31/1983,3.41,2.505,0.607
2/1/1983,3.43,2.51,0.608
2/2/1983,3.45,2.505,0.606
2/3/1983,3.45,2.555,0.608
2/4/1983,3.435,2.57,0.609
2/7/1983,3.38,2.55,0.611
2/8/1983,3.39,2.545,0.608
2/9/1983,3.385,2.575,0.617
2/10/1983,3.425,2.615,0.616
2/11/1983,3.425,2.615,0.619
2/14/1983,3.48,2.66,0.625
2/15/1983,3.415,2.645,0.627
2/16/1983,3.405,2.635,0.626
2/17/1983,3.395,2.66,0.627
2/18/1983,3.38,2.67,0.645
2/22/1983,3.25,2.64,0.651
2/23/1983,3.275,2.67,0.64
2/24/1983,3.245,2.705,0.638
2/25/1983,3.2,2.695,0.652
2/28/1983,3.04,2.67,0.651
3/1/1983,3.1,2.695,0.655
3/2/1983,3.135,2.72,0.645
3/3/1983,3.17,2.745,0.648
3/4/1983,3.19,2.745,0.647
3/7/1983,3.19,2.745,0.649
3/8/1983,3.165,2.72,0.649
3/9/1983,3.22,2.75,0.646
3/10/1983,3.27,2.69,0.649
3/11/1983,3.265,2.685,0.649
3/14/1983,3.3,2.725,0.658
3/15/1983,3.32,2.71,0.66
3/16/1983,3.37,2.76,0.677
3/17/1983,3.415,2.785,0.674
3/18/1983,3.47,2.79,0.683
3/21/1983,3.52,2.84,0.669
3/22/1983,3.52,2.88,0.665
3/23/1983,3.52,2.93,0.675
3/24/1983,3.63,2.915,0.675
3/25/1983,3.57,2.91,0.688
3/28/1983,3.55,2.99,0.691
3/29/1983,3.57,3.025,0.683
3/30/1983,3.56,3,0.683
3/31/1983,3.58,3.03,0.677
4/4/1983,3.6,3.07,0.672
4/5/1983,3.62,3.035,0.658
4/6/1983,3.62,3.035,0.66
4/7/1983,3.625,3.02,0.65
4/8/1983,3.62,3.065,0.644
4/11/1983,3.51,3.07,0.638
4/12/1983,3.495,3.065,0.642
4/13/1983,3.475,3.095,0.642
4/14/1983,3.48,3.085,0.647
4/15/1983,3.48,3.055,0.658
4/18/1983,3.465,3.07,0.657
4/19/1983,3.435,3.075,0.648
4/20/1983,3.44,3.03,0.634
4/21/1983,3.465,3.05,0.641
4/22/1983,3.54,3.12,0.63
4/25/1983,3.525,3.1,0.642
4/26/1983,3.545,3.125,0.643
4/27/1983,3.575,3.135,0.644
4/28/1983,3.56,3.12,0.646
4/29/1983,3.585,3.14,0.639
5/2/1983,3.62,3.165,0.638
5/3/1983,3.635,3.155,0.649
5/4/1983,3.665,3.145,0.649
5/5/1983,3.645,3.14,0.659
5/6/1983,3.65,3.12,0.675
5/9/1983,3.64,3.095,0.677
5/10/1983,3.625,3.09,0.669
5/11/1983,3.535,3.02,0.666
5/12/1983,3.525,2.98,0.668
5/13/1983,3.515,2.985,0.678
5/16/1983,3.52,3.015,0.679
5/17/1983,3.54,3.06,0.674
5/18/1983,3.565,3.095,0.682
5/19/1983,3.535,3.1,0.682
5/20/1983,3.595,3.05,0.676
5/23/1983,3.565,3.11,0.672
5/24/1983,3.605,3.145,0.669
5/25/1983,3.555,3.11,0.671
5/26/1983,3.5,3.08,0.671
5/27/1983,3.44,3.05,0.691
5/31/1983,3.34,3.09,0.687
6/1/1983,3.355,3.08,0.691
6/2/1983,3.385,3.13,0.708
6/3/1983,3.37,3.135,0.707
6/6/1983,3.37,3.13,0.704
6/7/1983,3.37,3.105,0.704
6/8/1983,3.385,3.155,0.719
6/9/1983,3.4,3.18,0.709
6/10/1983,3.385,3.175,0.709
6/13/1983,3.38,3.185,0.697
6/14/1983,3.41,3.155,0.691
6/15/1983,3.415,3.14,0.697
6/16/1983,3.48,3.135,0.699
6/17/1983,3.455,3.135,0.719
6/20/1983,3.455,3.155,0.728
6/21/1983,3.515,3.165,0.726
6/22/1983,3.5,3.16,0.734
6/23/1983,3.415,3.175,0.741
6/24/1983,3.395,3.165,0.721
6/27/1983,3.37,3.175,0.704
6/28/1983,3.405,3.185,0.725
6/29/1983,3.385,3.165,0.705
6/30/1983,3.4,3.135,0.698
7/1/1983,3.335,3.145,0.707
7/5/1983,3.3,3.165,0.714
7/6/1983,3.38,3.195,0.708
7/7/1983,3.385,3.2,0.706
7/8/1983,3.385,3.2,0.712
7/11/1983,3.375,3.23,0.7
7/12/1983,3.405,3.215,0.698
7/13/1983,3.42,3.18,0.699
7/14/1983,3.435,3.205,0.682
7/15/1983,3.47,3.235,0.686
7/18/1983,3.495,3.195,0.68
7/19/1983,3.465,3.265,0.703
7/20/1983,3.57,3.36,0.699
7/21/1983,3.525,3.335,0.714
7/22/1983,3.54,3.365,0.734
7/25/1983,3.54,3.365,0.733
7/26/1983,3.555,3.315,0.728
7/27/1983,3.54,3.325,0.73
7/28/1983,3.64,3.4,0.722
7/29/1983,3.635,3.365,0.737
8/1/1983,3.705,3.435,0.736
8/2/1983,3.66,3.455,0.732
8/3/1983,3.7,3.525,0.733
8/4/1983,3.655,3.51,0.743
8/5/1983,3.67,3.59,0.735
8/8/1983,3.645,3.565,0.728
8/9/1983,3.625,3.53,0.726
8/10/1983,3.735,3.645,0.729
8/11/1983,3.735,3.67,0.722
8/12/1983,3.735,3.68,0.74
8/15/1983,3.87,3.77,0.735
8/16/1983,3.785,3.71,0.726
8/17/1983,3.805,3.65,0.71
8/18/1983,3.725,3.58,0.717
8/19/1983,3.73,3.575,0.737
8/22/1983,3.945,3.655,0.726
8/23/1983,3.815,3.64,0.732
8/24/1983,3.8,3.575,0.732
8/25/1983,3.79,3.54,0.738
8/26/1983,3.78,3.6,0.74
8/29/1983,3.79,3.56,0.744
8/30/1983,3.715,3.425,0.735
8/31/1983,3.825,3.565,0.732
9/1/1983,3.8,3.47,0.739
9/2/1983,3.82,3.53,0.738
9/6/1983,3.82,3.6,0.733
9/7/1983,3.81,3.59,0.739
9/8/1983,3.9875,3.595,0.738
9/9/1983,3.85,3.6,0.732
9/12/1983,3.785,3.565,0.713
9/13/1983,3.69,3.46,0.699
9/14/1983,3.63,3.43,0.694
9/15/1983,3.55,3.33,0.701
9/16/1983,3.57,3.365,0.699
9/19/1983,3.61,3.45,0.689
9/20/1983,3.565,3.465,0.711
9/21/1983,3.64,3.535,0.692
9/22/1983,3.56,3.43,0.693
9/23/1983,3.505,3.38,0.688
9/26/1983,3.515,3.38,0.694
9/27/1983,3.55,3.41,0.692
9/28/1983,3.52,3.355,0.693
9/29/1983,3.52,3.355,0.7
9/30/1983,3.525,3.44,0.704
10/3/1983,3.54,3.42,0.701
10/4/1983,3.51,3.37,0.715
10/5/1983,3.53,3.425,0.713
10/6/1983,3.56,3.395,0.714
10/7/1983,3.55,3.365,0.712
10/10/1983,3.515,3.36,0.707
10/11/1983,3.525,3.39,0.705
10/12/1983,3.555,3.385,0.71
10/13/1983,3.615,3.485,0.711
10/14/1983,3.595,3.4,0.725
10/17/1983,3.615,3.375,0.725
10/18/1983,3.67,3.33,0.742
10/19/1983,3.655,3.29,0.737
10/20/1983,3.58,3.24,0.739
10/21/1983,3.585,3.29,0.733
10/24/1983,3.575,3.31,0.74
10/25/1983,3.615,3.37,0.742
10/26/1983,3.545,3.305,0.745
10/27/1983,3.575,3.35,0.745
10/28/1983,3.585,3.38,0.742
10/31/1983,3.54,3.345,0.748
11/1/1983,3.54,3.35,0.744
11/2/1983,3.575,3.385,0.743
11/3/1983,3.575,3.36,0.743
11/4/1983,3.57,3.385,0.736
11/7/1983,3.605,3.425,0.742
11/8/1983,3.585,3.445,0.741
11/9/1983,3.62,3.455,0.751
11/10/1983,3.62,3.465,0.731
11/11/1983,3.49,3.435,0.735
11/14/1983,3.465,3.44,0.735
11/15/1983,3.485,3.47,0.732
11/16/1983,3.45,3.415,0.737
11/17/1983,3.445,3.42,0.733
11/18/1983,3.44,3.37,0.733
11/21/1983,3.425,3.315,0.722
11/22/1983,3.43,3.27,0.714
11/23/1983,3.52,3.275,0.717
11/25/1983,3.58,3.32,0.719
11/28/1983,3.555,3.355,0.724
11/29/1983,3.555,3.345,0.719
11/30/1983,3.575,3.315,0.72
12/1/1983,3.645,3.325,0.724
12/2/1983,3.63,3.275,0.723
12/5/1983,3.58,3.23,0.726
12/6/1983,3.57,3.21,0.735
12/7/1983,3.56,3.25,0.729
12/8/1983,3.56,3.25,0.734
12/9/1983,3.56,3.225,0.728
12/12/1983,3.54,3.215,0.73
12/13/1983,3.525,3.175,0.729
12/14/1983,3.545,3.19,0.716
12/15/1983,3.55,3.195,0.722
12/16/1983,3.61,3.21,0.732
12/19/1983,3.66,3.285,0.717
12/20/1983,3.66,3.29,0.711
12/21/1983,3.685,3.295,0.715
12/22/1983,3.68,3.345,0.714
12/23/1983,3.7,3.365,0.72
12/27/1983,3.7,3.385,0.717
12/28/1983,3.71,3.335,0.712
12/29/1983,3.705,3.315,0.706
12/30/1983,3.705,3.29,0.693
1/3/1984,3.615,3.195,0.698
1/4/1984,3.63,3.205,0.696
1/5/1984,3.665,3.23,0.685
1/6/1984,3.665,3.2,0.675
1/9/1984,3.67,3.215,0.68
1/10/1984,3.7,3.25,0.684
1/11/1984,3.69,3.255,0.692
1/12/1984,3.705,3.26,0.694
1/13/1984,3.66,3.21,0.689
1/16/1984,3.665,3.195,0.706
1/17/1984,3.65,3.2,0.703
1/18/1984,3.585,3.195,0.708
1/19/1984,3.525,3.17,0.716
1/20/1984,3.465,3.12,0.71
1/23/1984,3.52,3.16,0.703
1/24/1984,3.55,3.255,0.703
1/25/1984,3.485,3.235,0.708
1/26/1984,3.4,3.175,0.716
1/27/1984,3.36,3.185,0.713
1/30/1984,3.4,3.19,0.724
1/31/1984,3.37,3.205,0.723
2/1/1984,3.44,3.21,0.725
2/2/1984,3.425,3.22,0.712
2/3/1984,3.44,3.195,0.715
2/6/1984,3.415,3.19,0.716
2/7/1984,3.43,3.2,0.711
2/8/1984,3.465,3.2,0.702
2/9/1984,3.425,3.165,0.697
2/10/1984,3.365,3.14,0.69
2/13/1984,3.325,3.085,0.693
2/14/1984,3.35,3.05,0.691
2/15/1984,3.395,3.08,0.694
2/16/1984,3.435,3.095,0.714
2/17/1984,3.445,3.1,0.709
2/21/1984,3.4,3.1,0.711
2/22/1984,3.425,3.165,0.716
2/23/1984,3.395,3.15,0.725
2/24/1984,3.4,3.16,0.731
2/27/1984,3.39,3.17,0.726
2/28/1984,3.39,3.17,0.726
2/29/1984,3.39,3.225,0.728
3/1/1984,3.45,3.225,0.737
3/2/1984,3.515,3.25,0.737
3/5/1984,3.585,3.275,0.732
3/6/1984,3.625,3.31,0.733
3/7/1984,3.62,3.3,0.739
3/8/1984,3.6,3.305,0.745
3/9/1984,3.64,3.325,0.754
3/12/1984,3.585,3.31,0.754
3/13/1984,3.58,3.325,0.754
3/14/1984,3.595,3.355,0.753
3/15/1984,3.675,3.39,0.747
3/16/1984,3.655,3.375,0.745
3/19/1984,3.615,3.39,0.756
3/20/1984,3.615,3.405,0.764
3/21/1984,3.645,3.42,0.762
3/22/1984,3.745,3.445,0.757
3/23/1984,3.76,3.445,0.749
3/26/1984,3.82,3.48,0.753
3/27/1984,3.75,3.465,0.764
3/28/1984,3.745,3.455,0.765
3/29/1984,3.775,3.435,0.77
3/30/1984,3.87,3.46,0.776
4/2/1984,3.82,3.51,0.777
4/3/1984,3.875,3.51,0.765
4/4/1984,3.885,3.54,0.756
4/5/1984,3.8,3.5,0.757
4/6/1984,3.8,3.5,0.761
4/9/1984,3.785,3.525,0.763
4/10/1984,3.75,3.5,0.767
4/11/1984,3.72,3.46,0.747
4/12/1984,3.78,3.44,0.738
4/13/1984,3.84,3.455,0.739
4/16/1984,3.8,3.44,0.744
4/17/1984,3.775,3.425,0.742
4/18/1984,3.79,3.445,0.751
4/19/1984,3.81,3.48,0.769
4/23/1984,3.82,3.495,0.77
4/24/1984,3.745,3.42,0.778
4/25/1984,3.69,3.38,0.788
4/26/1984,3.675,3.325,0.782
4/27/1984,3.675,3.355,0.787
4/30/1984,3.61,3.325,0.777
5/1/1984,3.615,3.355,0.787
5/2/1984,3.67,3.405,0.796
5/3/1984,3.625,3.405,0.794
5/4/1984,3.345,3.405,0.803
5/7/1984,3.335,3.415,0.793
5/8/1984,3.345,3.42,0.803
5/9/1984,3.35,3.41,0.794
5/10/1984,3.355,3.395,0.799
5/11/1984,3.34,3.385,0.793
5/14/1984,3.325,3.405,0.787
5/15/1984,3.345,3.425,0.807
5/16/1984,3.385,3.455,0.806
5/17/1984,3.405,3.46,0.819
5/18/1984,3.495,3.48,0.824
5/21/1984,3.59,3.525,0.818
5/22/1984,3.57,3.535,0.82
5/23/1984,3.57,3.515,0.815
5/24/1984,3.63,3.49,0.827
5/25/1984,3.495,3.48,0.831
5/29/1984,3.485,3.485,0.825
5/30/1984,3.485,3.485,0.821
5/31/1984,3.42,3.45,0.824
6/1/1984,3.415,3.43,0.804
6/4/1984,3.435,3.43,0.806
6/5/1984,3.43,3.41,0.801
6/6/1984,3.405,3.43,0.8
6/7/1984,3.42,3.455,0.79
6/8/1984,3.385,3.435,0.77
6/11/1984,3.42,3.455,0.771
6/12/1984,3.43,3.425,0.782
6/13/1984,3.415,3.445,0.762
6/14/1984,3.385,3.425,0.749
6/15/1984,3.37,3.425,0.74
6/18/1984,3.365,3.455,0.745
6/19/1984,3.39,3.48,0.738
6/20/1984,3.44,3.48,0.737
6/21/1984,3.445,3.465,0.733
6/22/1984,3.425,3.48,0.729
6/25/1984,3.405,3.495,0.728
6/26/1984,3.365,3.445,0.73
6/27/1984,3.365,3.43,0.724
6/28/1984,3.39,3.435,0.715
6/29/1984,3.44,3.465,0.706
7/2/1984,3.4,3.44,0.71
7/3/1984,3.375,3.405,0.721
7/5/1984,3.37,3.345,0.727
7/6/1984,3.43,3.34,0.724
7/9/1984,3.45,3.415,0.715
7/10/1984,3.415,3.38,0.707
7/11/1984,3.4,3.36,0.711
7/12/1984,3.41,3.365,0.698
7/13/1984,3.39,3.31,0.678
7/16/1984,3.355,3.34,0.674
7/17/1984,3.35,3.35,0.673
7/18/1984,3.365,3.355,0.667
7/19/1984,3.385,3.345,0.659
7/20/1984,3.385,3.295,0.648
7/23/1984,3.375,3.24,0.647
7/24/1984,3.41,3.225,0.643
7/25/1984,3.34,3.2,0.645
7/26/1984,3.365,3.15,0.642
